chembl id,Number of Articles Mentioned,Names Used,Mentioned in Articles,chembl url
CHEMBL14830,2,['adp'],"['Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL14830
CHEMBL279634,1,['as-300'],['Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL279634
CHEMBL108,5,['teril'],"['Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL108
CHEMBL563,4,['transact'],"['Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL563
CHEMBL566,1,['uracil'],['Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL566
CHEMBL15594,1,['arachidonic acid'],['Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL15594
CHEMBL15844,3,['indole'],"['Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL15844
CHEMBL573,1,['nicotinate'],['Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL573
CHEMBL16081,2,['acetamide'],"['Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL16081
CHEMBL16102,1,['pentane'],['Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL16102
CHEMBL15976,1,['oxamic acid'],['HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL15976
CHEMBL452867,32,['ipa'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL452867
CHEMBL16264,38,"['diethyl ether', 'ether', 'ethyl ether']","['Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL16264
CHEMBL114,1,['saquinavir'],['Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL114
CHEMBL17423,1,['arkin'],['Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL17423
CHEMBL1715,1,['actos'],['A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation'],https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1715
CHEMBL17962,2,['histidine'],"['Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL17962
CHEMBL602,41,['mea'],"['Transmission patterns of HIV-1 non-R5 strains in Poland', 'HIV infection and latency induce a unique metabolic signature in human macrophages', 'Impact of HIV-ART on the restoration of Th17 and Treg cells in blood and female genital mucosa', 'G protein-coupled and ATP-sensitive inwardly rectifying potassium ion channels are essential for HIV entry', 'Activity and structural analysis of GRL-117C: a novel small molecule CCR5 inhibitor active against R5-tropic HIV-1s', 'Cellular TRIM33 restrains HIV-1 infection by targeting viral integrase for proteasomal degradation', 'The contraceptive medroxyprogesterone acetate, unlike norethisterone, directly increases R5 HIV-1 infection in human cervical explant tissue at physiologically relevant concentrations', 'Integrated systems approach defines the antiviral pathways conferring protection by the RV144 HIV vaccine', 'High Abundance of genus Prevotella in the gut of perinatally HIV-infected children is associated with IP-10 levels despite therapy', 'Single Cell Profiling Reveals PTEN Overexpression in Influenza-Specific B cells in Aging HIV-infected individuals on Anti-retroviral Therapy', 'Targeted editing of the PSIP1 gene encoding LEDGF/p75 protects cells against HIV infection', 'Anti-HIV-1 integrase potency of methylgallate from Alchornea cordifolia using in vitro and in silico approaches', 'Disruption of Timing: NeuroHIV Progression in the Post-cART Era', 'Comparison of visceral fat measurement by dual-energy X-ray absorptiometry to computed tomography in HIV and non-HIV', 'Fibrogenic Gene Expression in Hepatic Stellate Cells Induced by HCV and HIV Replication in a Three Cell Co-Culture Model System', 'Hexamethylene bisacetamide impairs NK cell-mediated clearance of acute T lymphoblastic leukemia cells and HIV-1-infected T cells that exit viral latency', 'Variations in plantar pressure and balance in HIV-infected children in antiretroviral therapy', 'Highly Mutable Linker Regions Regulate HIV-1 Rev Function and Stability', 'Seroprevalence of six pathogens transmitted by the Ixodes ricinus ticks in asymptomatic individuals with HIV infection and in blood donors', 'Magnetically guided non-invasive CRISPR-Cas9/gRNA delivery across blood-brain barrier to eradicate latent HIV-1 infection', 'Intron-containing RNA from the HIV-1 provirus activates type I interferon and inflammatory cytokines', 'Epithelial Cells and Fibroblasts from the Human Female Reproductive Tract Accumulate and Release TFV and TAF to Sustain Inhibition of HIV Infection of CD4+ T cells', 'Longitudinal HIV sequencing reveals reservoir expression leading to decay which is obscured by clonal expansion', 'The effect of interventions on the transmission and spread of HIV in South Africa: a phylodynamic analysis', 'A child with perinatal HIV infection and long-term sustained virological control following antiretroviral treatment cessation', 'In-depth validation of total HIV-1 DNA assays for quantification of various HIV-1 subtypes', 'Proteo-Transcriptomic Dynamics of Cellular Response to HIV-1 Infection', 'HIV-1 vaccination by needle-free oral injection induces strong mucosal immunity and protects against SHIV challenge', 'PD-1 blockade potentiates HIV latency reversal ex vivo in CD4+ T cells from ART-suppressed individuals', 'Peptide Assembly on the Membrane Determines the HIV-1 Inhibitory Activity of Dual-Targeting Fusion Inhibitor Peptides', 'A Naturally Occurring Polymorphism in the HIV-1 Tat Basic Domain Inhibits Uptake by Bystander Cells and Leads to Reduced Neuroinflammation', 'A majority of HIV persistence during antiretroviral therapy is due to infected cell proliferation', 'Methamphetamine functions as a novel CD4+ T-cell activator via the sigma-1 receptor to enhance HIV-1 infection', 'HIV-infected macrophages and microglia that survive acute infection become viral reservoirs by a mechanism involving Bim', 'Investigation of prevention of mother to child HIV transmission program from 2011 to 2017 in Suzhou, China', 'Prevalence of hepatitis E infection in HIV/HCV-coinfected patients in Spain (2012–2014)', 'Mesenchymal stem cells are attracted to latent HIV-1-infected cells and enable virus reactivation via a non-canonical PI3K-NFκB signaling pathway', 'Persistent metabolic changes in HIV-infected patients during the first year of combination antiretroviral therapy', 'Rationally designed carbohydrate-occluded epitopes elicit HIV-1 Env-specific antibodies', 'Differentially expressed host long intergenic noncoding RNA and mRNA in HIV-1 and HIV-2 infection', 'Effects of HIV on executive function and verbal fluency in Cameroon']",https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL602
