Synonym,Chembl ID
sulfair-15,CHEMBL1723241
sulphacetamide,CHEMBL455
sulster,CHEMBL455
sulten-10,CHEMBL1723241
amsacrine,CHEMBL43
ci-880,CHEMBL43
m-amsa,CHEMBL43
nci-249992,CHEMBL43
amsidyl,CHEMBL43
indacrinone,CHEMBL7797
indacrinic acid,CHEMBL7797
mk-196,CHEMBL7797
sarcolysin,CHEMBL429405
etacrynic acid,CHEMBL456
ethacrynic acid,CHEMBL456
mk-595,CHEMBL456
edecrin,CHEMBL1200487
hydromedin,CHEMBL456
reomax,CHEMBL456
nsc-36586,CHEMBL44
"(e)-1,3-diphenyl-propenone",CHEMBL7976
rwj-58259,CHEMBL7642
preclamol,CHEMBL7549
l-158809,CHEMBL7550
rwj-54003,CHEMBL7610
"4,5-dianilinophthalimide",CHEMBL268868
win-57294,CHEMBL8179
cgp-53353,CHEMBL7939
o-acetyl rotenone oxime,CHEMBL267120
tienilic acid,CHEMBL267744
ticrynafen,CHEMBL267744
sk&f-62698,CHEMBL267744
selacryn,CHEMBL267744
fpl-55712,CHEMBL267475
ag-1478,CHEMBL7917
acetylrotenolene,CHEMBL268834
sulofenur,CHEMBL7643
ly-186641,CHEMBL7643
ly-181984,CHEMBL7829
gemfibrozil,CHEMBL457
ci-719,CHEMBL457
emfib,CHEMBL457
lopid,CHEMBL457
melatonin,CHEMBL45
n-(2-(5-methoxy-1h-indol-3-yl)ethyl)acetamide,CHEMBL45
n-acetyl-5-methoxytryptamine,CHEMBL45
circadin,CHEMBL45
general nutrit,CHEMBL45
health aid,CHEMBL45
heidadouppi,CHEMBL45
icenia,CHEMBL45
life ext,CHEMBL45
melapure,CHEMBL45
natrol,CHEMBL45
nature's blend,CHEMBL45
natures bounty,CHEMBL45
quality health,CHEMBL45
s.gard,CHEMBL45
travelag,CHEMBL45
vespro,CHEMBL45
vytalonin,CHEMBL45
"4,4'-dibromo-biphenyl",CHEMBL8166
lysine,CHEMBL8085
flindokalner,CHEMBL266510
bms-204352,CHEMBL266510
maxipost,CHEMBL266510
cartazolate,CHEMBL8184
sq-65396,CHEMBL8184
ondansetron,CHEMBL46
desmethylondansetron,CHEMBL46
zofran,CHEMBL3186492
gr-38032,CHEMBL46
gr-38032f,CHEMBL3186492
zofran odt,CHEMBL46
zuplenz,CHEMBL46
cantharidic acid,CHEMBL275516
al-438,CHEMBL247754
"7,8-dihydroxybenzo[a]pyrene",CHEMBL7790
"benzo[def]chrysene-7,8-diol",CHEMBL7790
"2,6-diamino-heptanedioic acid",CHEMBL415306
chrysen-3-ol,CHEMBL7970
"2,2'-dibromo-biphenyl",CHEMBL267917
3-hydroxybenzo[a]pyrene,CHEMBL8020
benzo[def]chrysen-3-ol,CHEMBL8020
"4',6,7-trihydroxyisoflavan",CHEMBL8328
e307,CHEMBL47
tocopherol,CHEMBL3989727
alpha tocopherol,CHEMBL3989727
aquasol e,CHEMBL3989727
vitamin e,CHEMBL3989727
e310,CHEMBL7983
propyl gallate,CHEMBL7983
tienoxolol,CHEMBL8148
enkephalin,CHEMBL8234
leu-enkephalin,CHEMBL8234
leucine- enkephalin,CHEMBL8234
tolimidone,CHEMBL8030
cp-26154,CHEMBL8030
nsc-660839,CHEMBL8150
nsc-645811,CHEMBL7802
nsc-660838,CHEMBL8238
9-(5-phosphonopentyl)guanine,CHEMBL267803
nsc-660840,CHEMBL8219
"2-(2,5-dimethoxy-4-methyl-phenyl)-1-methyl-ethylamine",CHEMBL8600
nsc-660841,CHEMBL8602
ipsapirone,CHEMBL8412
buspirone,CHEMBL49
buspar,CHEMBL1200399
ono-3708,CHEMBL266243
nsc-146397,CHEMBL8443
c.i. natural red 1,CHEMBL50
meletin,CHEMBL50
sophoretin,CHEMBL50
xanthaurine,CHEMBL50
nsc-9219,CHEMBL50
bw-755c,CHEMBL274642
ketanserin,CHEMBL51
r-41468,CHEMBL51
sufrexal,CHEMBL51
sulotroban,CHEMBL8273
bm 13.177,CHEMBL8273
bm-13177,CHEMBL8273
sk&f-95587,CHEMBL8273
methyldopa (levorotatory),CHEMBL459
methyldopa,CHEMBL718
alpha-methyldopa,CHEMBL459
mk-351,CHEMBL459
aldomet,CHEMBL1200432
dopamet,CHEMBL459
lederdopa,CHEMBL459
medomet,CHEMBL459
metalpha 250,CHEMBL459
metalpha 500,CHEMBL459
5-quinonyl-deoxyuridinemonophosphate,CHEMBL8016
methanethiosulfonic acid o-methyl ester,CHEMBL274116
"2-phenyl-[1,4]benzoquinone",CHEMBL274117
actinex,CHEMBL313972
meso-ndga,CHEMBL313972
chx-100,CHEMBL313972
nordihydroguaiaretic acid,CHEMBL52
molindone,CHEMBL460
moban,CHEMBL1200419
apomorphine,CHEMBL1616
motuporin,CHEMBL430145
haloperidol,CHEMBL2096643
mcn-jr-1625,CHEMBL54
r-1625,CHEMBL54
dolpin,CHEMBL54
dozic,CHEMBL54
fortunan,CHEMBL54
haldol,CHEMBL2096643
haldol solutab,CHEMBL54
kentace,CHEMBL54
keselen,CHEMBL54
serenace,CHEMBL54
ad-198,CHEMBL275750
5-fluoro-deoxyuridinemonophosphate,CHEMBL416879
nafazatrom,CHEMBL8425
bay-g-6575,CHEMBL8425
pentamidine,CHEMBL55
pentamidine isetionate,CHEMBL55
gnf-pf-3680,CHEMBL55
mb-800,CHEMBL55
mb-800 [as isethionate],CHEMBL55
rp-2512,CHEMBL55
rp-2512 [as isethionate],CHEMBL55
nebupent [as isethionate],CHEMBL55
pentacarinat,CHEMBL361506
pentacarinat [as isethionate],CHEMBL55
pentam 300 [as isethionate],CHEMBL55
4-methylhippuric acid,CHEMBL274877
4-chlorohippuric acid,CHEMBL462
rev-5901,CHEMBL8747
rev-901,CHEMBL8747
4-nitrohippuric acid,CHEMBL8682
methionine,CHEMBL42336
dl-methionine,CHEMBL274119
pedameth,CHEMBL274119
racemethionine,CHEMBL42336
aminohippuric acid,CHEMBL463
aminohippuric acid,CHEMBL463
paha,CHEMBL463
para-aminohippuric acid,CHEMBL463
2-aminohippuric acid,CHEMBL276221
fk520,CHEMBL8597
immunomycin,CHEMBL8597
fr-900520,CHEMBL8597
l-683590,CHEMBL8597
4-methoxyhippuric acid,CHEMBL8441
2-benzoylamino-propionic acid,CHEMBL291475
rpr-208707,CHEMBL275368
azetidine-1-carbonitrile,CHEMBL8123
l-696418,CHEMBL8494
ly-389795,CHEMBL88999
gyki-52466,CHEMBL1370663
nan-190,CHEMBL8618
etretinate,CHEMBL464
ro-109359,CHEMBL464
tegison,CHEMBL464
tigason,CHEMBL464
diethyl-cyanamide,CHEMBL274120
cyano-pyrrolidine,CHEMBL262697
n-(3-oxododecanoyl)homoserinelactone,CHEMBL8483
gyki-53655,CHEMBL267450
dndi1416995,CHEMBL8683
butaclamol,CHEMBL479587
naphmethonium,CHEMBL274413
l-697661,CHEMBL268871
nevirapine,CHEMBL57
viramune,CHEMBL57
birg-0587,CHEMBL57
viramune xr,CHEMBL57
ly-379268,CHEMBL275079
oleic acid,CHEMBL8659
clorgiline,CHEMBL8706
clorgyline,CHEMBL8706
clorgyline,CHEMBL8706
m&b-9302,CHEMBL8706
"octadeca-9,12-dienoic acid",CHEMBL267476
prifelone,CHEMBL8846
r-830,CHEMBL8846
r-830t,CHEMBL8846
s-16820,CHEMBL8846
3-oxo-dodecanoic acid amide,CHEMBL266724
eglumetad,CHEMBL8759
eglumegad,CHEMBL2106523
ly-354740,CHEMBL8759
psb-1115,CHEMBL452924
tqx-173,CHEMBL267276
dronabinol,CHEMBL465
delta-9-tetrahydrocannabinol,CHEMBL465
delta-9-thc,CHEMBL465
marinol,CHEMBL465
syndros,CHEMBL465
mitoxantrone,CHEMBL58
novantrone,CHEMBL1417019
mitoxantrone hcl,CHEMBL1417019
fr-236924,CHEMBL8690
8-(p-sulfophenyl)theophylline,CHEMBL8488
8-(p-sulfophenyl)thiophylline,CHEMBL8488
l-764004,CHEMBL8933
mk-17,CHEMBL273475
mk-29a,CHEMBL8720
mk-28,CHEMBL8676
mk-30a,CHEMBL447178
dopamine,CHEMBL59
carbilev,CHEMBL59
intropin,CHEMBL1557
parcopa,CHEMBL59
sinemet,CHEMBL59
mercaptoacetyltriglycine,CHEMBL9080
spiperone,CHEMBL267930
r-5147,CHEMBL267930
spiropitan,CHEMBL267930
dazoxiben,CHEMBL267473
uk-37248,CHEMBL267473
mk-27,CHEMBL9075
levosulpiride,CHEMBL267044
raclopride,CHEMBL2104769
eticlopride,CHEMBL8946
mk-29b,CHEMBL267007
mk-19,CHEMBL8730
mk-18,CHEMBL274352
mk-26,CHEMBL8929
mk-20,CHEMBL266055
2-hydroxy-benzimidic acid ethyl ester,CHEMBL275107
hydroxycarbamide,CHEMBL467
hydroxyurea,CHEMBL467
sq-1089,CHEMBL467
droxia,CHEMBL467
hydrea,CHEMBL467
siklos,CHEMBL467
sb-209670,CHEMBL8823
mk-16,CHEMBL428480
podophyllotoxin,CHEMBL61
podofilox,CHEMBL61
condyline,CHEMBL61
condylox,CHEMBL61
warticon,CHEMBL61
sch-23390,CHEMBL62
mk-14,CHEMBL9138
mk-69,CHEMBL9048
mk-15,CHEMBL9219
rosaramicin,CHEMBL8965
rosamicin,CHEMBL8965
sch-14947,CHEMBL2105869
mk-25,CHEMBL9257
rolipram,CHEMBL63
zk-62711,CHEMBL63
zk-62771,CHEMBL63
rf-1461,CHEMBL425633
l-754142,CHEMBL8978
cgs-16949a,CHEMBL468419
isoniazid,CHEMBL64
isonicotinylhydrazine,CHEMBL64
dow-isoniazid,CHEMBL64
hyzyd,CHEMBL64
inh,CHEMBL64
laniazid,CHEMBL64
nicotibine,CHEMBL64
nydrazid,CHEMBL64
rimifon,CHEMBL64
stanozide,CHEMBL64
mr-20492,CHEMBL9165
mr-20496,CHEMBL9179
n-phenylphtalimide,CHEMBL9020
thalidomide,CHEMBL468
thalidomide ,CHEMBL468
k-17,CHEMBL468
talidex,CHEMBL468
thalomid,CHEMBL468
disopiramide,CHEMBL8821
ketorolac,CHEMBL469
nsc-94600,CHEMBL65
"1n,3n-di[4-amino(imino)methylphenyl]isophtalamide",CHEMBL9391
isobutylshikonin,CHEMBL9416
ru-58841,CHEMBL9337
nsc-11855,CHEMBL9352
pd-156707,CHEMBL25438
atrasentan,CHEMBL9194
a-127722,CHEMBL2106068
p-hydroxy ketorolac,CHEMBL470
dimethylacrylshikonin,CHEMBL267024
cianidanol,CHEMBL311498
androstenedione,CHEMBL274826
combrestatin a4,CHEMBL67
nsc-613729,CHEMBL67
n-(trideuteriomethyl)formamide,CHEMBL9081
l-365260,CHEMBL9387
ly-365260,CHEMBL9387
anirolac,CHEMBL428479
rs-37326,CHEMBL428479
"1,3-diphenyl-thiourea",CHEMBL275260
"1,3-diphenylthiourea",CHEMBL275260
3-amino-phenol,CHEMBL269755
3-aminophenol,CHEMBL376136
caracemide,CHEMBL9116
n-hydroxymethyl-formamide,CHEMBL268447
sotalol,CHEMBL471
betapace,CHEMBL1700
sorine,CHEMBL1700
mj-1999,CHEMBL1700
devazepide,CHEMBL9506
l-364718,CHEMBL9506
mk-329,CHEMBL9506
metacetamol,CHEMBL9419
bs-749,CHEMBL9419
uk-78282,CHEMBL9653
nocodazole,CHEMBL9514
r-17934,CHEMBL9514
glibenclamide,CHEMBL472
glyburide,CHEMBL472
hb 419,CHEMBL472
hb-419,CHEMBL472
u-26452,CHEMBL472
calabren,CHEMBL472
daonil,CHEMBL472
diabeta,CHEMBL472
diabetamide 2.5,CHEMBL472
diabetamide 5,CHEMBL472
euglucon,CHEMBL472
gliken,CHEMBL472
glyburide (micronized),CHEMBL472
glynase,CHEMBL472
glynase prestab,CHEMBL472
lederglib,CHEMBL472
libanil,CHEMBL472
malix,CHEMBL472
micronase,CHEMBL472
semi-daonil,CHEMBL472
n-methyl-benzamide,CHEMBL275261
dofetilide,CHEMBL473
uk-68798,CHEMBL473
tikosyn,CHEMBL473
mannostatin a,CHEMBL9623
sezolamide,CHEMBL417975
mk-417,CHEMBL1204135
nsc-601316,CHEMBL9940
phencyclidine,CHEMBL275528
n-methyl-formamide,CHEMBL9240
n-ethyl-formamide,CHEMBL9421
ro-075220,CHEMBL9689
delorazepam,CHEMBL268254
chlordesmethyldiazepam,CHEMBL268254
4-methyl-quinoline,CHEMBL9734
n-desethyl dorzolamide,CHEMBL475
dacarbazine,CHEMBL476
dic,CHEMBL476
dtic,CHEMBL476
dtic-dome,CHEMBL476
adenosine,CHEMBL477
sr-96225,CHEMBL477
adenocard,CHEMBL477
adenocor,CHEMBL477
adenoscan,CHEMBL477
metesind,CHEMBL9440
ag-331,CHEMBL2106429
cb-10-277,CHEMBL422037
ro-22-3294,CHEMBL276821
1-m-chlorophenyl piperazine metabolite,CHEMBL478
mcpp,CHEMBL478
phenylpiperazine,CHEMBL9434
mk-212,CHEMBL269521
thioridazine,CHEMBL479
mellaril,CHEMBL1200916
tp-21,CHEMBL479
mellaril-s,CHEMBL479
melleril,CHEMBL479
rideril,CHEMBL479
lansoprazole,CHEMBL480
a-65006,CHEMBL480
ag-1749,CHEMBL480
opiren,CHEMBL480
prevacid,CHEMBL480
prevacid 24hr,CHEMBL480
prevacid delayed release,CHEMBL480
prevacid iv,CHEMBL480
prevacid solutab,CHEMBL480
zoton,CHEMBL480
irinotecan,CHEMBL481
camptosar,CHEMBL3989514
morphine,CHEMBL2103744
avinza,CHEMBL2103744
depodur,CHEMBL2103744
infumorph,CHEMBL2103744
kadian,CHEMBL2103744
tenofovir,CHEMBL3989702
atripla,CHEMBL483
truvada,CHEMBL483
methyl p-hydroxycinnamyl ketone,CHEMBL9184
bachharin b5,CHEMBL428354
adefovir,CHEMBL484
gs-0393,CHEMBL484
bachharin b3,CHEMBL413214
bachharin b7,CHEMBL413214
bachharin b4,CHEMBL276822
bachharin b6,CHEMBL276822
verrucarin a acetate,CHEMBL269170
ro-1138452,CHEMBL9540
sc-55634,CHEMBL9599
codeine,CHEMBL1201099
"beta-9,10-epoxyverrucarin a acetate",CHEMBL268040
abt-418,CHEMBL274525
chlorpromazine,CHEMBL71
chlorpromazine hibenzate,CHEMBL71
chlorpromazine phenolphthalinate,CHEMBL71
chlorpromazine tannate,CHEMBL71
sonazine,CHEMBL1713
elmarin,CHEMBL71
largactil,CHEMBL1713
megaphen,CHEMBL71
thorazine,CHEMBL1713
sc-51895,CHEMBL9714
sc-52892,CHEMBL9642
(r)-(+)-nicotine,CHEMBL9732
desipramine,CHEMBL72
nsc-50393,CHEMBL274318
4'-hydroxytamoxifen,CHEMBL486
droloxifene,CHEMBL487
3-hydroxytamoxifen,CHEMBL487
e-droloxifene,CHEMBL487
fk-435,CHEMBL487
k-060,CHEMBL487
k-060e,CHEMBL487
k-21060e,CHEMBL487
a-80426,CHEMBL268258
cnqx,CHEMBL9790
aminoglutethimide,CHEMBL488
cytadren,CHEMBL488
orimeten,CHEMBL488
afimoxifene,CHEMBL10041
4-oht,CHEMBL10041
tamogel,CHEMBL10041
4-hydroxytamoxifen,CHEMBL489
7-methoxyflavanone,CHEMBL9687
disuprazole,CHEMBL264214
cromoglycic acid,CHEMBL74
sodium cromoglicate,CHEMBL74
cromolyn sodium,CHEMBL74
cromolyn,CHEMBL74
fpl-670,CHEMBL74
aerocrom,CHEMBL74
allercrom,CHEMBL74
aspire,CHEMBL74
brol-eze,CHEMBL74
catacrom,CHEMBL74
clariteyes,CHEMBL74
crolom,CHEMBL74
cromogen,CHEMBL74
cromogen e-breathe,CHEMBL74
cromolux,CHEMBL74
cromolyn sodium,CHEMBL74
cromoptic,CHEMBL74
cromosol,CHEMBL74
cromosol optha,CHEMBL74
cusilyn,CHEMBL74
dominion pharma hayfever,CHEMBL74
eye-crom,CHEMBL74
gastrocrom,CHEMBL74
glycavent,CHEMBL74
gppe syncroner inha,CHEMBL74
hay-crom,CHEMBL74
intal,CHEMBL74
intal 5,CHEMBL74
lomudal,CHEMBL74
lomusol,CHEMBL74
murine,CHEMBL74
nalcrom,CHEMBL74
nasalcrom,CHEMBL74
opticrom,CHEMBL74
opticrom aq,CHEMBL74
resiston one,CHEMBL74
resiston treatment pack,CHEMBL74
rynacrom,CHEMBL74
rynacrom allergy,CHEMBL74
rynacrom co,CHEMBL74
steri-neb cromogen,CHEMBL74
vivicrom,CHEMBL74
vividrin,CHEMBL74
viz-on,CHEMBL74
timoprazole,CHEMBL9861
chloroquine,CHEMBL1326
aralen,CHEMBL1326
chlorochine,CHEMBL76
nsc-187208,CHEMBL76
rauwolscine,CHEMBL10347
isobutyric acid 4-benzoyl-phenyl ester,CHEMBL10348
propionic acid 4-benzoyl-phenyl ester,CHEMBL9784
cyclohexanecarboxylic acid 4-benzoyl-phenyl ester,CHEMBL9632
acetic acid 4-benzoyl-phenyl ester,CHEMBL10226
paroxetine,CHEMBL1708
paxil,CHEMBL1708
pexeva,CHEMBL1200609
brl-29060,CHEMBL490
paxil [as hydrochloride],CHEMBL490
gnf-pf-5341,CHEMBL567597
rx-821002,CHEMBL1256176
sb-218795,CHEMBL9843
etoricoxib,CHEMBL416146
mk-0663,CHEMBL416146
arcoxia,CHEMBL416146
mazapertine,CHEMBL10085
rwj-377796,CHEMBL10085
cp-154526,CHEMBL9946
lidocaine,CHEMBL79
lignocaine,CHEMBL79
anestacon,CHEMBL1200409
embolex,CHEMBL79
iontocaine,CHEMBL79
lidocaton,CHEMBL1200409
lidopen,CHEMBL1200409
octocaine,CHEMBL79
alphacaine,CHEMBL79
dentipatch,CHEMBL79
lidoderm,CHEMBL79
lignocaine hcl,CHEMBL79
lignostab,CHEMBL1200409
lmx 4,CHEMBL79
oraqix,CHEMBL79
vagisil,CHEMBL79
xylocaine,CHEMBL1200409
xylodase,CHEMBL79
xylotox,CHEMBL79
talnetant,CHEMBL10188
sb-223412,CHEMBL10188
sb-2234,CHEMBL10188
pirenzepine,CHEMBL9967
gastri p,CHEMBL9967
gastrozepin,CHEMBL9967
idazoxan,CHEMBL10316
rx-781094,CHEMBL10316
hydroxyflutamide,CHEMBL491
cephalotaxine,CHEMBL276462
thiorphan,CHEMBL10247
azd-7624,CHEMBL9960
benzetimide,CHEMBL10272
cgs-314447,CHEMBL415967
etidocaine,CHEMBL492
w-19053,CHEMBL492
duranest [as hydrochloride],CHEMBL492
ly-117018,CHEMBL558965
naloxone,CHEMBL1718
suboxone,CHEMBL80
nalone,CHEMBL1718
narcan,CHEMBL1718
narcanti,CHEMBL80
raloxifene,CHEMBL81
evista,CHEMBL1116
tamoxifen,CHEMBL83
nolvadex,CHEMBL786
soltamox,CHEMBL786
ici-46474,CHEMBL786
bis-trioxane epoxide,CHEMBL10183
bis-trioxane succinate monoester,CHEMBL274670
rwj-25730,CHEMBL428175
beta-hydroxysulfone benzoic acid,CHEMBL276159
bis-trioxane isonicotinate ester dimer,CHEMBL267080
bis-trioxane ketone,CHEMBL10059
xr-11211,CHEMBL10062
bromocriptine,CHEMBL493
cb-154,CHEMBL1200503
parlodel,CHEMBL1200503
sb-222200,CHEMBL10284
bis-trioxane tertiary alcohol benzoic acid,CHEMBL430113
nafamostat,CHEMBL273264
imirestat,CHEMBL269455
cloxacepride,CHEMBL1743900
n-(3-propylpiperidino)piperidine,CHEMBL10598
10-hydroxy camptothecin,CHEMBL273862
10-hydroxy-camptothecin,CHEMBL273862
10-hydroxycamptothecin,CHEMBL273862
10-hydroxycamptothecine,CHEMBL273862
hydroxycamptothecin,CHEMBL273862
zenarestat,CHEMBL10413
ci-1014,CHEMBL10413
fk-366,CHEMBL10413
fr-74366,CHEMBL10413
phe-ala,CHEMBL429950
iloprost,CHEMBL494
ciloprost,CHEMBL494
zk-00036374,CHEMBL494
ventavis,CHEMBL494
topotecan,CHEMBL1607
hycamtin,CHEMBL1607
potactasol,CHEMBL84
zopolrestat,CHEMBL10372
cp-73850,CHEMBL10372
minalrestat,CHEMBL292963
way-ari-509,CHEMBL273910
"2,2-diphenyl-ethylamine",CHEMBL10780
"2,2-diphenylethanamine",CHEMBL10780
"2,2-diphenylethylamine",CHEMBL10780
hc-3,CHEMBL268697
hemicholinium-3,CHEMBL268697
l-374087,CHEMBL11157
risperidone,CHEMBL85
r-64-766,CHEMBL85
r-64766,CHEMBL85
risperdal,CHEMBL85
risperdal consta,CHEMBL85
risperdal consta long acting,CHEMBL85
risperdal m,CHEMBL85
risperdal m-tab,CHEMBL85
risperdal quicklet,CHEMBL85
azepindole,CHEMBL10758
mcn-2453,CHEMBL10758
cromoglicic acid,CHEMBL428880
(s)-phenylalanylglycine,CHEMBL417979
phe-gly,CHEMBL417979
metoclopramide,CHEMBL1200940
clopra,CHEMBL1200940
"clopra-""yellow""",CHEMBL1200940
maxolon,CHEMBL1200940
reglan,CHEMBL1200940
bermoprofen,CHEMBL10634
ap-227,CHEMBL268477
10-thioaminopterin,CHEMBL10591
11-thiohomoaminopterin,CHEMBL10592
10-oxaaminopterin,CHEMBL10804
paclitaxel,CHEMBL428647
taxol,CHEMBL428647
bms-181339-01,CHEMBL428647
abraxane,CHEMBL428647
pacitaxel,CHEMBL428647
paxene,CHEMBL428647
taxol 100,CHEMBL428647
alprostadil,CHEMBL495
pge1,CHEMBL495
prostaglandin e1,CHEMBL495
u-10136,CHEMBL495
caverject,CHEMBL495
caverject impulse,CHEMBL495
edex,CHEMBL495
prostin,CHEMBL495
prostin vr,CHEMBL495
prostin vr pediatric,CHEMBL495
viridal 10,CHEMBL495
viridal 20,CHEMBL495
viridal 5,CHEMBL495
viridal duo,CHEMBL495
vitaros,CHEMBL495
sch-37370,CHEMBL10971
porphyrin,CHEMBL275330
hexachlorophene,CHEMBL496
e-z scrub,CHEMBL1628
gamophen,CHEMBL849
germa-medica,CHEMBL496
"germa-medica ""mg""",CHEMBL496
hexa-germ,CHEMBL496
hexascrub,CHEMBL496
phiso-scrub,CHEMBL496
phisohex,CHEMBL496
pre-op,CHEMBL496
pre-op ii,CHEMBL496
scrubteam surgical spongebrush,CHEMBL496
septi-soft,CHEMBL496
septisol,CHEMBL496
soy-dome,CHEMBL496
turgex,CHEMBL496
clioquinol,CHEMBL497
iodochlorhydroxyquin,CHEMBL497
domeform-hc,CHEMBL497
oralcer,CHEMBL497
quin-o-creme,CHEMBL497
vioform,CHEMBL497
agomelatine,CHEMBL10878
valdoxan,CHEMBL10878
(cis)sodium 2-ethylcyclohexylsulfamate,CHEMBL11329
(trans)sodium 2-ethylcyclohexylsulfamate,CHEMBL11329
(cis)sodium 2-isopropylcyclohexylsulfamate,CHEMBL273269
(trans)sodium 2-isopropylcyclohexylsulfamate,CHEMBL273269
(cis)sodium 2-methylcyclohexylsulfamate,CHEMBL11151
(trans)sodium 2-methylcyclohexylsulfamate,CHEMBL11151
desferrithiocin,CHEMBL63540
(+)-(s)-dihydroaeruginoic acid,CHEMBL276228
cyclophosphamide,CHEMBL1200796
cytoxan,CHEMBL1200796
neosar,CHEMBL1200796
chlorpropamide,CHEMBL498
diabemide,CHEMBL498
diabinese,CHEMBL498
glucamide,CHEMBL498
glymese,CHEMBL498
melitase,CHEMBL498
timolol,CHEMBL499
blocadren,CHEMBL1200870
istalol,CHEMBL1200870
timoptic,CHEMBL1200870
timoptic-xe,CHEMBL499
betim,CHEMBL499
betimol,CHEMBL499
glau-opt,CHEMBL499
glaucol,CHEMBL499
nyogel,CHEMBL499
tiopex,CHEMBL499
pindolol,CHEMBL500
prinodolol,CHEMBL500
lb-46,CHEMBL500
betadren,CHEMBL500
visken,CHEMBL500
sodium cyclamate,CHEMBL273977
e952,CHEMBL273977
sodium cyclamate,CHEMBL273977
rufocromomycin,CHEMBL11417
streptonigrin,CHEMBL11417
nsc-45383,CHEMBL11417
nigrin,CHEMBL11417
cisplatin,CHEMBL2068237
cis-platinum ii,CHEMBL11359
cis-ddp,CHEMBL11359
platinol,CHEMBL1386
platinol-aq,CHEMBL1386
stallimycin,CHEMBL11252
gnf-pf-2903,CHEMBL10835
mmv665852,CHEMBL10835
tubercidin,CHEMBL267099
ici-89406,CHEMBL11268
2-acetoxy-benzoic acid,CHEMBL275084
3-isobutyl-methylxanthine,CHEMBL275084
hydralazine,CHEMBL276832
lecimibide,CHEMBL274185
dup-128,CHEMBL274185
roquinimex,CHEMBL11672
linomide,CHEMBL11672
fcf-89,CHEMBL11672
ls-2616,CHEMBL11672
amfetamine sulfate,CHEMBL501
amphetamine sulfate,CHEMBL501
amphetamine sulfate,CHEMBL501
benzadrine,CHEMBL501
evekeo,CHEMBL501
amphotericin b,CHEMBL267345
amphotericin,CHEMBL267345
abelcet,CHEMBL267345
ambisome,CHEMBL267345
amophotericin b,CHEMBL267345
ampho-moronal,CHEMBL267345
amphotec,CHEMBL267345
amphotercin b,CHEMBL267345
amphotericine b,CHEMBL267345
amphotericitin b,CHEMBL267345
amphotreicin b,CHEMBL267345
ampotericin b,CHEMBL267345
fungilin,CHEMBL267345
fungilin in orabase,CHEMBL267345
fungizone,CHEMBL267345
ap-7,CHEMBL274440
"5,8-dihydroxy-[1,4]naphthoquinone",CHEMBL274056
naphthazalin,CHEMBL274056
histamine,CHEMBL90
"2-phenylsulfanyl-[1,4]naphthoquinone",CHEMBL269468
miconazole,CHEMBL91
monistat-derm,CHEMBL1559
vusion,CHEMBL91
conofite,CHEMBL91
dermazole,CHEMBL91
dumicoat,CHEMBL91
loramyc,CHEMBL91
micatin,CHEMBL91
monistat,CHEMBL1559
monistat-3,CHEMBL91
oravig,CHEMBL91
1-[2-(benzoyloxyethoxy)methyl]uracil,CHEMBL11415
osm-s-66,CHEMBL11360
bms-191095,CHEMBL11594
p-1075,CHEMBL11458
mopidralazine,CHEMBL1743985
tyramine,CHEMBL11608
3-phenyl-propylamine,CHEMBL276864
3-phenylpropylamine,CHEMBL276864
taxotere,CHEMBL3545252
rp-56976,CHEMBL3545252
zileuton,CHEMBL93
abbott-64077,CHEMBL93
a-64077,CHEMBL93
zyflo,CHEMBL93
zyflo cr,CHEMBL93
physostigmine,CHEMBL94
eserine,CHEMBL94
tetrahydroberberine,CHEMBL275097
aspartic acid,CHEMBL274323
l-aspartic acid,CHEMBL274323
aspartic acid,CHEMBL274323
tacrine,CHEMBL95
dihydroberberine,CHEMBL11848
donepezil,CHEMBL502
aricept,CHEMBL1678
e-2020,CHEMBL1678
isothreonine,CHEMBL11722
l-homoserine,CHEMBL11722
e639,CHEMBL12198
alanine,CHEMBL12198
l-alanine,CHEMBL12198
serine,CHEMBL11298
berberine chloride,CHEMBL12089
gnf-pf-4545,CHEMBL12089
gnf-pf-4086,CHEMBL274189
gnf-pf-220,CHEMBL274346
caproctamine,CHEMBL11805
lovastatin,CHEMBL503
mevinolin,CHEMBL503
mk-803,CHEMBL503
altoprev,CHEMBL503
mevacor,CHEMBL503
mevinacor,CHEMBL503
mevinacor 10,CHEMBL503
mevinacor 40,CHEMBL503
ketotrexate,CHEMBL12213
oxyberberine,CHEMBL11531
ozagrel,CHEMBL11662
ozagrel sodium,CHEMBL11662
2-benzoylamino-acrylic acid,CHEMBL429200
oky-1581,CHEMBL11811
sch-211803,CHEMBL12098
harman,CHEMBL12014
harmane,CHEMBL12014
"5h-pyrido[4,3-b]indole",CHEMBL12540
gama-carboline,CHEMBL12540
quinoline-3-carboxylic acid methyl ester,CHEMBL12092
n-phenyl-acetamide,CHEMBL12056
2-benzanine,CHEMBL12315
beta-carboline,CHEMBL275224
norharman,CHEMBL275224
norharmane,CHEMBL275224
tibeglisene,CHEMBL267770
isoquinoline-3-carboxylic acid methyl ester,CHEMBL416152
benzydamine,CHEMBL12610
bms-248360,CHEMBL11706
quinoline-3-carboxylic acid,CHEMBL275098
"2,3,5,6-tetraphenyl-pyrazine",CHEMBL11842
nicotinyl methylamide,CHEMBL11978
nicotinyl methylamide,CHEMBL11978
